HOG	OG	Gene Tree Parent Clade	19222_Sid_GoodCoral_500lnThresh_Final	29422_past_LongestContig_suffixed
N0.HOG0003558	OG0003442	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04451	isotig02316_Past
N0.HOG0003559	OG0003443	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07520	GCKDGN102C5RIF_Past
N0.HOG0003560	OG0003444	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08584	isotig05817_Past
N0.HOG0003561	OG0003445	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05897	GCKDGN103GNRGS_Past
N0.HOG0003562	OG0003446	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15730	isotig06227_Past
N0.HOG0003563	OG0003447	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01166	GCKDGN101BQ4JB_Past
N0.HOG0003564	OG0003448	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09499	isotig17012_Past
N0.HOG0003565	OG0003449	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17326	isotig21531_Past
N0.HOG0003566	OG0003450	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05093	GCKDGN101AT403_Past
N0.HOG0003567	OG0003451	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07836	isotig09322_Past
N0.HOG0003568	OG0003452	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13964	isotig07889_Past
N0.HOG0003569	OG0003453	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03801, Siderastrea_Mexico_Barshis-Radice_Host_contig00576	
N0.HOG0003570	OG0003454	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09889	isotig21769_Past
N0.HOG0003571	OG0003455	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15666	isotig03504_Past
N0.HOG0003572	OG0003456	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13187	isotig10116_Past
N0.HOG0003573	OG0003457	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01579	isotig11839_Past
N0.HOG0003574	OG0003458	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11668	isotig03466_Past
N0.HOG0003575	OG0003459	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18737	isotig18540_Past
N0.HOG0003576	OG0003460	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18734	isotig06250_Past
N0.HOG0003577	OG0003461	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18735	isotig07501_Past
N0.HOG0003578	OG0003462	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03808	isotig03661_Past
N0.HOG0003579	OG0003463	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17057	GCKDGN103F9G6X_Past
N0.HOG0003580	OG0003464	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03800	GE910004_Past
N0.HOG0003581	OG0003465	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16077	GCKDGN103GEGKA_Past
N0.HOG0003582	OG0003466	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03701	isotig24204_Past
N0.HOG0003583	OG0003467	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19186	isotig03699_Past
N0.HOG0003584	OG0003468	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15913	isotig22051_Past
N0.HOG0003585	OG0003469	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07245	isotig22505_Past
N0.HOG0003586	OG0003470	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09709	GCKDGN103FN2PV_Past
N0.HOG0003587	OG0003471	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08991	isotig00947_Past
N0.HOG0003588	OG0003472	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16460	GCKDGN102DYCN5_Past
N0.HOG0003589	OG0003473	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17843	isotig06619_Past
N0.HOG0003590	OG0003474	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17846	isotig19723_Past
N0.HOG0003591	OG0003475	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12327	isotig01472_Past
N0.HOG0003592	OG0003476	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05896	isotig23251_Past
N0.HOG0003593	OG0003477	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19207	isotig13755_Past
N0.HOG0003594	OG0003478	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11866	isotig02738_Past
N0.HOG0003595	OG0003479	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10702	isotig11473_Past
N0.HOG0003596	OG0003480	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09796	isotig16236_Past
N0.HOG0003597	OG0003481	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07016	GCKDGN101BF7TO_Past
N0.HOG0003598	OG0003482	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09799	isotig03651_Past
N0.HOG0003599	OG0003483	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18236	isotig02750_Past
N0.HOG0003600	OG0003484	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11198	isotig04826_Past
N0.HOG0003601	OG0003485	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01962	isotig04514_Past
N0.HOG0003602	OG0003486	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17893	isotig04053_Past
N0.HOG0003603	OG0003487	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09707	isotig03713_Past
N0.HOG0003604	OG0003488	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09432	isotig10888_Past
N0.HOG0003605	OG0003489	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02311	isotig04110_Past
N0.HOG0003606	OG0003490	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12398	isotig10194_Past
N0.HOG0003607	OG0003491	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15182	isotig22519_Past
N0.HOG0003608	OG0003492	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17615	isotig11229_Past
N0.HOG0003609	OG0003493	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11289	GCKDGN103F6Q95_Past
N0.HOG0003610	OG0003494	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19261	isotig05152_Past
N0.HOG0003611	OG0003495	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10883	isotig03233_Past
N0.HOG0003612	OG0003496	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10191	GCKDGN101A0KSC_Past
N0.HOG0003613	OG0003497	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05189	isotig26824_Past
N0.HOG0003614	OG0003498	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18085, Siderastrea_Mexico_Barshis-Radice_Host_contig08517	
N0.HOG0003615	OG0003499	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07101	isotig10820_Past
N0.HOG0003616	OG0003500	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16873	isotig14177_Past
N0.HOG0003617	OG0003501	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16879	isotig05244_Past
N0.HOG0003618	OG0003502	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15111	isotig06898_Past
N0.HOG0003619	OG0003503	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03116	isotig04704_Past
N0.HOG0003620	OG0003504	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13537	isotig07605_Past
N0.HOG0003621	OG0003505	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18853	isotig06321_Past
N0.HOG0003622	OG0003506	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18088	isotig03482_Past
N0.HOG0003623	OG0003507	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17054	isotig05026_Past
N0.HOG0003624	OG0003508	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07819	isotig08783_Past
N0.HOG0003625	OG0003509	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14399	GCKDGN103GCPB4_Past
N0.HOG0003626	OG0003510	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10707	isotig26121_Past
N0.HOG0003627	OG0003511	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12561	isotig03134_Past
N0.HOG0003628	OG0003512	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07743	isotig12627_Past
N0.HOG0003629	OG0003513	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18619	isotig32028_Past
N0.HOG0003630	OG0003514	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12703	isotig28512_Past
N0.HOG0003631	OG0003515	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16019	isotig25292_Past
N0.HOG0003632	OG0003516	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04893	isotig09985_Past
N0.HOG0003633	OG0003517	-		GCKDGN102EAPLJ_Past, GCKDGN103FXOFI_Past
N0.HOG0003634	OG0003518	-		GCKDGN103G6QX9_Past, GCKDGN101AJWS6_Past
N0.HOG0003635	OG0003519	-		isotig17182_Past, isotig12870_Past
N0.HOG0003636	OG0003520	-		isotig17184_Past, isotig05597_Past
N0.HOG0003637	OG0003521	-		isotig11671_Past, isotig14856_Past
N0.HOG0003638	OG0003522	-		isotig10827_Past, isotig11321_Past
N0.HOG0003639	OG0003523	-		isotig14561_Past, isotig24714_Past
N0.HOG0003640	OG0003524	-		isotig32250_Past, isotig04814_Past
N0.HOG0003641	OG0003525	-		isotig28627_Past, isotig16205_Past
N0.HOG0003642	OG0003526	-		isotig11452_Past, isotig13459_Past
N0.HOG0003643	OG0003527	-		isotig21706_Past, isotig24081_Past
N0.HOG0003644	OG0003528	-		isotig02408_Past, isotig04831_Past
N0.HOG0003645	OG0003529	-		isotig10034_Past, isotig09451_Past
N0.HOG0003646	OG0003530	-		isotig16590_Past, isotig11736_Past
N0.HOG0003647	OG0003531	-		isotig27020_Past, isotig05611_Past
N0.HOG0003648	OG0003532	-		isotig07410_Past, isotig01388_Past
N0.HOG0003649	OG0003533	-		isotig01390_Past, isotig10084_Past
N0.HOG0003650	OG0003534	-		isotig22947_Past, isotig27313_Past
N0.HOG0003651	OG0003535	-		isotig22942_Past, isotig01248_Past
N0.HOG0003652	OG0003536	-		GCKDGN103FV9MX_Past, GCKDGN103FR44Y_Past
N0.HOG0003653	OG0003537	-		isotig17245_Past, isotig24838_Past
N0.HOG0003654	OG0003538	-		isotig26062_Past, isotig03891_Past
N0.HOG0003655	OG0003539	-		GE909933_Past, GCKDGN103G6HXJ_Past
N0.HOG0003656	OG0003540	-		isotig07762_Past, isotig00687_Past
N0.HOG0003657	OG0003541	-		isotig15585_Past, isotig15792_Past
N0.HOG0003658	OG0003542	-		isotig16665_Past, isotig09054_Past
N0.HOG0003659	OG0003543	-		isotig09011_Past, isotig31866_Past
N0.HOG0003660	OG0003544	-		isotig30937_Past, isotig16817_Past
N0.HOG0003661	OG0003545	-		GCKDGN102C5DNG_Past, GCKDGN103GC2WP_Past
N0.HOG0003662	OG0003546	-		isotig06206_Past, isotig14173_Past
N0.HOG0003663	OG0003547	-		isotig05967_Past, isotig18304_Past
N0.HOG0003664	OG0003548	-		isotig18308_Past, isotig11492_Past
N0.HOG0003665	OG0003549	-		GCKDGN103FXQKQ_Past, GCKDGN102DP0GA_Past
N0.HOG0003666	OG0003550	-		isotig25024_Past, isotig05420_Past
N0.HOG0003667	OG0003551	-		isotig05418_Past, isotig01586_Past
N0.HOG0003668	OG0003552	-		isotig27477_Past, isotig05267_Past
N0.HOG0003669	OG0003553	-		isotig09261_Past, isotig08499_Past
N0.HOG0003670	OG0003554	-		isotig12367_Past, isotig13322_Past
N0.HOG0003671	OG0003555	-		isotig24733_Past, isotig17691_Past
N0.HOG0003672	OG0003556	-		isotig09058_Past, isotig10954_Past
N0.HOG0003673	OG0003557	-		isotig26517_Past, isotig19519_Past
N0.HOG0003674	OG0003558	-		isotig04137_Past, isotig11328_Past
N0.HOG0003675	OG0003559	-		isotig00288_Past, isotig16898_Past
N0.HOG0003676	OG0003560	-		isotig10513_Past, isotig16900_Past
N0.HOG0003677	OG0003561	-		isotig31049_Past, isotig26190_Past
N0.HOG0003678	OG0003562	-		isotig03260_Past, isotig18954_Past
N0.HOG0003679	OG0003563	-		isotig11687_Past, isotig10187_Past
N0.HOG0003680	OG0003564	-		isotig01276_Past, isotig17268_Past
N0.HOG0003681	OG0003565	-		isotig17092_Past, isotig18553_Past
N0.HOG0003682	OG0003566	-		isotig23636_Past, isotig20207_Past
N0.HOG0003683	OG0003567	-		isotig19583_Past, isotig01854_Past
N0.HOG0003684	OG0003568	-		GCKDGN102C6DJ1_Past, GCKDGN103FW0U3_Past
N0.HOG0003685	OG0003569	-		isotig15710_Past, isotig23705_Past
N0.HOG0003686	OG0003570	-		isotig10414_Past, isotig11147_Past
N0.HOG0003687	OG0003571	-		isotig05780_Past, isotig11227_Past
N0.HOG0003688	OG0003572	-		isotig07810_Past, isotig15926_Past
N0.HOG0003689	OG0003573	-		isotig26604_Past, isotig15922_Past
N0.HOG0003690	OG0003574	-		GCKDGN102D0HCT_Past, GCKDGN102C4E9J_Past
N0.HOG0003691	OG0003575	-		isotig04748_Past, isotig01654_Past
N0.HOG0003692	OG0003576	-		isotig04745_Past, isotig18971_Past
N0.HOG0003693	OG0003577	-		isotig30854_Past, isotig01520_Past
N0.HOG0003694	OG0003578	-		isotig13026_Past, isotig30861_Past
N0.HOG0003695	OG0003579	-		GCKDGN102EH6VY_Past, GCKDGN102DYVE6_Past
N0.HOG0003696	OG0003580	-		isotig03086_Past, isotig11265_Past
N0.HOG0003697	OG0003581	-		isotig12511_Past, isotig06091_Past
N0.HOG0003698	OG0003582	-		isotig04092_Past, isotig06083_Past
N0.HOG0003699	OG0003583	-		isotig08806_Past, isotig05901_Past
N0.HOG0003700	OG0003584	-		isotig12685_Past, isotig09653_Past
N0.HOG0003701	OG0003585	-		isotig03288_Past, isotig02712_Past
N0.HOG0003702	OG0003586	-		isotig11933_Past, isotig09149_Past
N0.HOG0003703	OG0003587	-		isotig11936_Past, isotig13404_Past
N0.HOG0003704	OG0003588	-		isotig17506_Past, isotig03186_Past
N0.HOG0003705	OG0003589	-		isotig07364_Past, isotig07301_Past
N0.HOG0003706	OG0003590	-		GCKDGN101BJBXY_Past, GCKDGN101ARNMT_Past
N0.HOG0003707	OG0003591	-		GCKDGN101ATDBW_Past, GCKDGN102D9JUA_Past
N0.HOG0003708	OG0003592	-		isotig06862_Past, isotig15952_Past
N0.HOG0003709	OG0003593	-		isotig25600_Past, isotig11337_Past
N0.HOG0003710	OG0003594	-		isotig00575_Past, isotig11340_Past
N0.HOG0003711	OG0003595	-		isotig07967_Past, isotig07948_Past
N0.HOG0003712	OG0003596	-		isotig07970_Past, isotig19451_Past
N0.HOG0003713	OG0003597	-		isotig03999_Past, isotig31112_Past
N0.HOG0003714	OG0003598	-		isotig00560_Past, isotig03251_Past
N0.HOG0003715	OG0003599	-		isotig05875_Past, isotig30323_Past
N0.HOG0003716	OG0003600	-		isotig06161_Past, isotig05877_Past
N0.HOG0003717	OG0003601	-		isotig09366_Past, isotig01630_Past
N0.HOG0003718	OG0003602	-		isotig28793_Past, isotig21017_Past
N0.HOG0003719	OG0003603	-		isotig14098_Past, isotig28794_Past
N0.HOG0003720	OG0003604	-		isotig09364_Past, isotig19156_Past
N0.HOG0003721	OG0003605	-		isotig11216_Past, isotig13701_Past
N0.HOG0003722	OG0003606	-		GE915257_Past, isotig13699_Past
N0.HOG0003723	OG0003607	-		isotig16605_Past, isotig04033_Past
N0.HOG0003724	OG0003608	-		isotig16606_Past, isotig12185_Past
N0.HOG0003725	OG0003609	-		isotig13828_Past, isotig02734_Past
N0.HOG0003726	OG0003610	-		isotig05594_Past, isotig18169_Past
N0.HOG0003727	OG0003611	-		GCKDGN102EBCJO_Past, GCKDGN101AJ6MN_Past
N0.HOG0003728	OG0003612	-		isotig14787_Past, isotig17360_Past
N0.HOG0003729	OG0003613	-		isotig19478_Past, isotig02160_Past
N0.HOG0003730	OG0003614	-		isotig28605_Past, isotig24611_Past
N0.HOG0003731	OG0003615	-		isotig18671_Past, isotig22317_Past
N0.HOG0003732	OG0003616	-		isotig03383_Past, GE916281_Past
N0.HOG0003733	OG0003617	-		isotig32334_Past, isotig03503_Past
N0.HOG0003734	OG0003618	-		isotig04232_Past, isotig05126_Past
N0.HOG0003735	OG0003619	-		isotig24399_Past, isotig20348_Past
N0.HOG0003736	OG0003620	-		isotig18996_Past, isotig08111_Past
N0.HOG0003737	OG0003621	-		isotig25831_Past, isotig09139_Past
N0.HOG0003738	OG0003622	-		isotig03461_Past, isotig06618_Past
N0.HOG0003739	OG0003623	-		isotig23919_Past, isotig01382_Past
N0.HOG0003740	OG0003624	-		isotig03240_Past, isotig01384_Past
N0.HOG0003741	OG0003625	-		isotig11193_Past, isotig17915_Past
N0.HOG0003742	OG0003626	-		isotig23057_Past, isotig26673_Past
N0.HOG0003743	OG0003627	-		isotig22475_Past, isotig07211_Past
N0.HOG0003744	OG0003628	-		isotig04208_Past, isotig29644_Past
N0.HOG0003745	OG0003629	-		GCKDGN101BVDIY_Past, GCKDGN101BI2LT_Past
N0.HOG0003746	OG0003630	-		isotig31629_Past, isotig09963_Past
N0.HOG0003747	OG0003631	-		isotig13677_Past, isotig11532_Past
N0.HOG0003748	OG0003632	-		isotig21096_Past, isotig21998_Past
N0.HOG0003749	OG0003633	-		isotig10849_Past, isotig13117_Past
N0.HOG0003750	OG0003634	-		isotig16699_Past, isotig02552_Past
N0.HOG0003751	OG0003635	-		isotig28834_Past, isotig08389_Past
N0.HOG0003752	OG0003636	-		isotig11707_Past, isotig13620_Past
N0.HOG0003753	OG0003637	-		isotig13618_Past, isotig20797_Past
N0.HOG0003754	OG0003638	-		isotig07035_Past, isotig04270_Past
N0.HOG0003755	OG0003639	-		isotig01866_Past, isotig21718_Past
N0.HOG0003756	OG0003640	-		isotig11100_Past, isotig06389_Past
N0.HOG0003757	OG0003641	-		isotig12521_Past, isotig23559_Past
N0.HOG0003758	OG0003642	-		isotig23557_Past, isotig09088_Past
N0.HOG0003759	OG0003643	-		isotig20731_Past, isotig23555_Past
N0.HOG0003760	OG0003644	-		isotig23552_Past, isotig16961_Past
N0.HOG0003761	OG0003645	-		isotig15183_Past, isotig12440_Past
N0.HOG0003762	OG0003646	-		isotig06275_Past, isotig16451_Past
N0.HOG0003763	OG0003647	-		isotig05709_Past, isotig23526_Past
N0.HOG0003764	OG0003648	-		isotig11862_Past, isotig23528_Past
N0.HOG0003765	OG0003649	-		isotig12802_Past, isotig12541_Past
N0.HOG0003766	OG0003650	-		isotig18129_Past, isotig13750_Past
N0.HOG0003767	OG0003651	-		isotig11089_Past, isotig21229_Past
N0.HOG0003768	OG0003652	-		isotig09812_Past, isotig09511_Past
N0.HOG0003769	OG0003653	-		isotig15831_Past, isotig08704_Past
N0.HOG0003770	OG0003654	-		isotig28591_Past, isotig16214_Past
N0.HOG0003771	OG0003655	-		GCKDGN103F6T1W_Past, GCKDGN101BGKMV_Past
N0.HOG0003772	OG0003656	-		isotig06149_Past, isotig14834_Past
N0.HOG0003773	OG0003657	-		isotig20215_Past, isotig10681_Past
N0.HOG0003774	OG0003658	-		isotig20462_Past, isotig17999_Past
N0.HOG0003775	OG0003659	-		GCKDGN101AK5LZ_Past, GCKDGN103HBOGD_Past
N0.HOG0003776	OG0003660	-		isotig09071_Past, isotig20340_Past
N0.HOG0003777	OG0003661	-		isotig04099_Past, isotig09065_Past
N0.HOG0003778	OG0003662	-		isotig31481_Past, isotig17409_Past
N0.HOG0003779	OG0003663	-		isotig07254_Past, isotig02962_Past
N0.HOG0003780	OG0003664	-		GCKDGN101BWY9Y_Past, GCKDGN102D9FD0_Past
N0.HOG0003781	OG0003665	-		GCKDGN101CINM3_Past, GCKDGN102D10Q0_Past
N0.HOG0003782	OG0003666	-		isotig12729_Past, isotig00214_Past
N0.HOG0003783	OG0003667	-		isotig00210_Past, isotig31085_Past
N0.HOG0003784	OG0003668	-		isotig00222_Past, isotig22183_Past
N0.HOG0003785	OG0003669	-		isotig17022_Past, isotig02232_Past
N0.HOG0003786	OG0003670	-		isotig11948_Past, isotig12251_Past
N0.HOG0003787	OG0003671	-		GCKDGN103HFEUE_Past, GE909326_Past
N0.HOG0003788	OG0003672	-		isotig24100_Past, isotig32059_Past
N0.HOG0003789	OG0003673	-		isotig21613_Past, isotig05941_Past
N0.HOG0003790	OG0003674	-		isotig30851_Past, isotig08143_Past
N0.HOG0003791	OG0003675	-		isotig07380_Past, isotig18321_Past
N0.HOG0003792	OG0003676	-		isotig04429_Past, isotig13118_Past
N0.HOG0003793	OG0003677	-		isotig29168_Past, isotig06544_Past
N0.HOG0003794	OG0003678	-		isotig06327_Past, isotig21310_Past
N0.HOG0003795	OG0003679	-		isotig20274_Past, isotig20232_Past
N0.HOG0003796	OG0003680	-		isotig05639_Past, isotig25106_Past
N0.HOG0003797	OG0003681	-		isotig17161_Past, isotig01234_Past
N0.HOG0003798	OG0003682	-		isotig01236_Past, isotig08200_Past
N0.HOG0003799	OG0003683	-		isotig08836_Past, isotig21975_Past
N0.HOG0003800	OG0003684	-		GCKDGN101BPT07_Past, GCKDGN102EBNKV_Past
N0.HOG0003801	OG0003685	-		GCKDGN102C9F9O_Past, GCKDGN101CBSY2_Past
N0.HOG0003802	OG0003686	-		isotig12562_Past, isotig15708_Past
N0.HOG0003803	OG0003687	-		isotig11878_Past, isotig11031_Past
N0.HOG0003804	OG0003688	-		isotig06016_Past, isotig26875_Past
N0.HOG0003805	OG0003689	-		isotig17192_Past, isotig23036_Past
N0.HOG0003806	OG0003690	-		isotig07789_Past, isotig13935_Past
N0.HOG0003807	OG0003691	-		isotig00793_Past, isotig13938_Past
N0.HOG0003808	OG0003692	-		isotig14890_Past, isotig01346_Past
N0.HOG0003809	OG0003693	-		isotig07458_Past, isotig14888_Past
N0.HOG0003810	OG0003694	-		isotig00438_Past, isotig25442_Past
N0.HOG0003811	OG0003695	-		isotig03044_Past, isotig25451_Past
N0.HOG0003812	OG0003696	-		isotig10922_Past, isotig11841_Past
N0.HOG0003813	OG0003697	-		isotig05030_Past, isotig28875_Past
N0.HOG0003814	OG0003698	-		isotig24173_Past, isotig00366_Past
N0.HOG0003815	OG0003699	-		GCKDGN102C2RO9_Past, GCKDGN101BF39X_Past
N0.HOG0003816	OG0003700	-		isotig00891_Past, isotig27592_Past
N0.HOG0003817	OG0003701	-		isotig00659_Past, isotig06074_Past
N0.HOG0003818	OG0003702	-		isotig04447_Past, isotig06120_Past
N0.HOG0003819	OG0003703	-		isotig11770_Past, isotig11408_Past
N0.HOG0003820	OG0003704	-		isotig04370_Past, isotig11763_Past
N0.HOG0003821	OG0003705	-		isotig11764_Past, isotig07576_Past
N0.HOG0003822	OG0003706	-		isotig01440_Past, isotig07117_Past
N0.HOG0003823	OG0003707	-		isotig12517_Past, isotig13910_Past
N0.HOG0003824	OG0003708	-		isotig03341_Past, isotig25853_Past
N0.HOG0003825	OG0003709	-		isotig03338_Past, isotig10874_Past
N0.HOG0003826	OG0003710	-		isotig13115_Past, isotig15274_Past
N0.HOG0003827	OG0003711	-		isotig03663_Past, isotig14026_Past
N0.HOG0003828	OG0003712	-		isotig24885_Past, isotig13479_Past
N0.HOG0003829	OG0003713	-		isotig09738_Past, isotig08935_Past
N0.HOG0003830	OG0003714	-		isotig18620_Past, isotig22607_Past
N0.HOG0003831	OG0003715	-		isotig02256_Past, isotig16790_Past
N0.HOG0003832	OG0003716	-		isotig16786_Past, isotig18891_Past
N0.HOG0003833	OG0003717	-		isotig08037_Past, isotig12664_Past
N0.HOG0003834	OG0003718	-		isotig20592_Past, isotig31723_Past
N0.HOG0003835	OG0003719	-		isotig30934_Past, isotig19524_Past
N0.HOG0003836	OG0003720	-		GCKDGN101BQA9S_Past, GCKDGN103F1RY8_Past
N0.HOG0003837	OG0003721	-		isotig01290_Past, isotig06956_Past
N0.HOG0003838	OG0003722	-		isotig06957_Past, isotig28674_Past
N0.HOG0003839	OG0003723	-		isotig02034_Past, isotig09311_Past
N0.HOG0003840	OG0003724	-		isotig02032_Past, isotig12327_Past
N0.HOG0003841	OG0003725	-		isotig07401_Past, isotig03569_Past
N0.HOG0003842	OG0003726	-		isotig18479_Past, isotig06773_Past
N0.HOG0003843	OG0003727	-		isotig02170_Past, isotig12979_Past
N0.HOG0003844	OG0003728	-		isotig14263_Past, isotig24064_Past
N0.HOG0003845	OG0003729	-		isotig17721_Past, isotig07433_Past
N0.HOG0003846	OG0003730	-		GCKDGN101BLTY9_Past, GCKDGN103GWARM_Past
N0.HOG0003847	OG0003731	-		isotig01852_Past, isotig15399_Past
N0.HOG0003848	OG0003732	-		isotig21857_Past, isotig21771_Past
N0.HOG0003849	OG0003733	-		isotig10678_Past, isotig24407_Past
N0.HOG0003850	OG0003734	-		isotig16886_Past, isotig08289_Past
N0.HOG0003851	OG0003735	-		isotig18589_Past, isotig04349_Past
N0.HOG0003852	OG0003736	-		isotig31750_Past, isotig18792_Past
N0.HOG0003853	OG0003737	-		isotig13865_Past, isotig06249_Past
N0.HOG0003854	OG0003738	-		isotig06248_Past, isotig01518_Past
N0.HOG0003855	OG0003739	-		isotig11663_Past, isotig16167_Past
N0.HOG0003856	OG0003740	-		isotig05712_Past, isotig24335_Past
N0.HOG0003857	OG0003741	-		isotig20971_Past, isotig04580_Past
N0.HOG0003858	OG0003742	-		isotig06766_Past, isotig19615_Past
N0.HOG0003859	OG0003743	-		isotig25519_Past, isotig13253_Past
N0.HOG0003860	OG0003744	-		isotig04839_Past, isotig09254_Past
N0.HOG0003861	OG0003745	-		isotig17122_Past, isotig30143_Past
N0.HOG0003862	OG0003746	-		isotig03967_Past, isotig31982_Past
N0.HOG0003863	OG0003747	-		isotig16156_Past, isotig14083_Past
N0.HOG0003864	OG0003748	-		isotig01434_Past, isotig11507_Past
N0.HOG0003865	OG0003749	-		isotig16353_Past, isotig04779_Past
N0.HOG0003866	OG0003750	-		isotig03469_Past, isotig06808_Past
N0.HOG0003867	OG0003751	-		isotig12007_Past, isotig04799_Past
N0.HOG0003868	OG0003752	-		isotig19758_Past, isotig07263_Past
